compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:OQQYJPVCDFFEIV-UHFFFAOYSA-N,OQQYJPVCDFFEIV-UHFFFAOYSA-N,1,c1ccc(N=Nc2cccc3ccccc23)cc1,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,1
CMP:OROGSEYTTFOCAN-DNJOTXNNSA-N,OROGSEYTTFOCAN-DNJOTXNNSA-N,0,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,CMP:OROGSEYTTFOCAN-DNJOTXNNSA-N,3
CMP:OSFMMSIDSIQFIT-UHFFFAOYSA-N,OSFMMSIDSIQFIT-UHFFFAOYSA-N,1,c1coc(-c2ncncn2)c1,CMP:OSFMMSIDSIQFIT-UHFFFAOYSA-N,4
CMP:OTLNPYWUJOZPPA-UHFFFAOYSA-N,OTLNPYWUJOZPPA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:OTVAEFIXJLOWRX-NXEZZACHSA-N,OTVAEFIXJLOWRX-NXEZZACHSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:OUDSBRTVNLOZBN-UHFFFAOYSA-N,OUDSBRTVNLOZBN-UHFFFAOYSA-N,0,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,CMP:OUDSBRTVNLOZBN-UHFFFAOYSA-N,4
CMP:OVSKIKFHRZPJSS-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:OWDANLZJJOCPBK-UHFFFAOYSA-N,OWDANLZJJOCPBK-UHFFFAOYSA-N,1,O=c1[nH]nc(-c2ccco2)o1,CMP:OWDANLZJJOCPBK-UHFFFAOYSA-N,0
CMP:OWGLVQAUSIPFBA-UHFFFAOYSA-N,OWGLVQAUSIPFBA-UHFFFAOYSA-N,1,,CMP:OWGLVQAUSIPFBA-UHFFFAOYSA-N,2
CMP:OWXJKYNZGFSVRC-UHFFFAOYSA-N,OWXJKYNZGFSVRC-UHFFFAOYSA-N,1,,CMP:OWXJKYNZGFSVRC-UHFFFAOYSA-N,4
CMP:OWZPCEFYPSAJFR-UHFFFAOYSA-N,OWZPCEFYPSAJFR-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:OWZREIFADZCYQD-NSHGMRRFSA-N,OWZREIFADZCYQD-NSHGMRRFSA-N,0,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,CMP:OWZREIFADZCYQD-NSHGMRRFSA-N,1
CMP:OXOFHXPNTQSFHN-UHFFFAOYSA-N,OXOFHXPNTQSFHN-UHFFFAOYSA-N,0,C1CCC(OC2CCC(OC3COC(OC4CCCOC4)C(OC4CCCCO4)C3)OC2)OC1,CMP:OXOFHXPNTQSFHN-UHFFFAOYSA-N,2
CMP:OZFAFGSSMRRTDW-UHFFFAOYSA-N,OZFAFGSSMRRTDW-UHFFFAOYSA-N,0,O=S(=O)(Oc1ccccc1)c1ccccc1,CMP:OZFAFGSSMRRTDW-UHFFFAOYSA-N,2
CMP:OZQDLJNDRVBCST-SHUUEZRQSA-N,OZQDLJNDRVBCST-SHUUEZRQSA-N,0,O=c1nccnn1C1CCCO1,CMP:OZQDLJNDRVBCST-SHUUEZRQSA-N,3
CMP:OZSPQIXKOVJJGE-UHFFFAOYSA-N,OZSPQIXKOVJJGE-UHFFFAOYSA-N,1,c1ccc(-c2cc3ncnn3cn2)cc1,CMP:OZSPQIXKOVJJGE-UHFFFAOYSA-N,1
CMP:PAAZPARNPHGIKF-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,1,,CMP:PAAZPARNPHGIKF-UHFFFAOYSA-N,3
CMP:PAFZNILMFXTMIY-UHFFFAOYSA-N,PAFZNILMFXTMIY-UHFFFAOYSA-N,0,C1CCCCC1,CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,3
CMP:PAYRUJLWNCNPSJ-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PCBLZWZCGNKODY-UHFFFAOYSA-N,PCBLZWZCGNKODY-UHFFFAOYSA-N,1,,CMP:PCBLZWZCGNKODY-UHFFFAOYSA-N,0
CMP:PCEAPJVBSINMNW-UHFFFAOYSA-N,PCEAPJVBSINMNW-UHFFFAOYSA-N,0,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:PCNFLKVWBDNNOW-UHFFFAOYSA-N,PCNFLKVWBDNNOW-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PDQAZBWRQCGBEV-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,1,S=C1NCCN1,CMP:PDQAZBWRQCGBEV-UHFFFAOYSA-N,2
CMP:PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV-UHFFFAOYSA-N,0,,CMP:PEDCQBHIVMGVHV-UHFFFAOYSA-N,4
CMP:PFEFOYRSMXVNEL-UHFFFAOYSA-N,PFEFOYRSMXVNEL-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PFRYFZZSECNQOL-UHFFFAOYSA-N,PFRYFZZSECNQOL-UHFFFAOYSA-N,1,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:PGLTVOMIXTUURA-UHFFFAOYSA-N,PGLTVOMIXTUURA-UHFFFAOYSA-N,0,,CMP:PGLTVOMIXTUURA-UHFFFAOYSA-N,1
CMP:PHNUZKMIPFFYSO-UHFFFAOYSA-N,PHNUZKMIPFFYSO-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PIVQQUNOTICCSA-UHFFFAOYSA-N,PIVQQUNOTICCSA-UHFFFAOYSA-N,0,c1ccc2ccccc2c1,CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,3
CMP:PIWKPBJCKXDKJR-UHFFFAOYSA-N,PIWKPBJCKXDKJR-UHFFFAOYSA-N,0,,CMP:PIWKPBJCKXDKJR-UHFFFAOYSA-N,2
CMP:PKLPQOJFHFGVBS-UHFFFAOYSA-N,PKLPQOJFHFGVBS-UHFFFAOYSA-N,0,O=c1cccco1,CMP:PKLPQOJFHFGVBS-UHFFFAOYSA-N,3
CMP:PKYKNPLSFOKASK-UHFFFAOYSA-N,PKYKNPLSFOKASK-UHFFFAOYSA-N,0,O=c1ccn(-c2ccccc2)n1-c1ccccc1,CMP:PKYKNPLSFOKASK-UHFFFAOYSA-N,4
CMP:PLAZTCDQAHEYBI-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR-CGLBZJNRSA-N,0,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,CMP:PMATZTZNYRCHOR-CGLBZJNRSA-N,1
CMP:PMBVHCCVEPYDSN-BADCMNFISA-N,PMBVHCCVEPYDSN-BADCMNFISA-N,1,O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)CC(c2ccccc2)NC(=O)CN1,CMP:PMBVHCCVEPYDSN-BADCMNFISA-N,4
CMP:PMRYVIKBURPHAH-UHFFFAOYSA-N,PMRYVIKBURPHAH-UHFFFAOYSA-N,1,S=c1[nH]cc[nH]1,CMP:PMRYVIKBURPHAH-UHFFFAOYSA-N,1
CMP:PNENOUKIPPERMY-UHFFFAOYSA-N,PNENOUKIPPERMY-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:PNVJTZOFSHSLTO-UHFFFAOYSA-N,PNVJTZOFSHSLTO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:POAOYUHQDCAZBD-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,0,,CMP:POAOYUHQDCAZBD-UHFFFAOYSA-N,2
CMP:PQYJRMFWJJONBO-UHFFFAOYSA-N,PQYJRMFWJJONBO-UHFFFAOYSA-N,1,,CMP:PQYJRMFWJJONBO-UHFFFAOYSA-N,3
CMP:PREXGTBZMLDXHV-UHFFFAOYSA-N,PREXGTBZMLDXHV-UHFFFAOYSA-N,1,C1CCONC1,CMP:PREXGTBZMLDXHV-UHFFFAOYSA-N,0
CMP:PRPINYUDVPFIRX-UHFFFAOYSA-N,PRPINYUDVPFIRX-UHFFFAOYSA-N,0,c1ccc2ccccc2c1,CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,3
CMP:PSWOBQSIXLVPDV-UHFFFAOYSA-N,PSWOBQSIXLVPDV-UHFFFAOYSA-N,1,O=C(NN=Cc1ccccc1)c1ccncc1,CMP:PSWOBQSIXLVPDV-UHFFFAOYSA-N,2
CMP:PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:PVTUERPXLWOPRX-RQSAQSMCSA-N,PVTUERPXLWOPRX-RQSAQSMCSA-N,0,O=C1CCC2OC3CCC(C2C1=O)C31CO1,CMP:PVTUERPXLWOPRX-RQSAQSMCSA-N,3
CMP:PVVCHFOAZOVDRK-UHFFFAOYSA-N,PVVCHFOAZOVDRK-UHFFFAOYSA-N,1,,CMP:PVVCHFOAZOVDRK-UHFFFAOYSA-N,4
CMP:PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA-BYPYZUCNSA-N,0,,CMP:PWKSKIMOESPYIA-BYPYZUCNSA-N,3
CMP:PXBRQCKWGAHEHS-UHFFFAOYSA-N,PXBRQCKWGAHEHS-UHFFFAOYSA-N,0,,CMP:PXBRQCKWGAHEHS-UHFFFAOYSA-N,4
CMP:PXSOHRWMIRDKMP-UHFFFAOYSA-N,PXSOHRWMIRDKMP-UHFFFAOYSA-N,1,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,CMP:PXSOHRWMIRDKMP-UHFFFAOYSA-N,1
CMP:PYGNVSDRIIPHQP-UHFFFAOYSA-N,PYGNVSDRIIPHQP-UHFFFAOYSA-N,1,O=C1c2ccccc2-c2ccccc21,CMP:PYGNVSDRIIPHQP-UHFFFAOYSA-N,3
CMP:QAIPRVGONGVQAS-UHFFFAOYSA-N,QAIPRVGONGVQAS-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QBPFLULOKWLNNW-UHFFFAOYSA-N,QBPFLULOKWLNNW-UHFFFAOYSA-N,1,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:QBYJBZPUGVGKQQ-SJJAEHHWSA-N,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,0,C1=CC2CC1C1C3C=CC(C3)C21,CMP:QBYJBZPUGVGKQQ-SJJAEHHWSA-N,1
CMP:QCHFTSOMWOSFHM-WPRPVWTQSA-N,QCHFTSOMWOSFHM-WPRPVWTQSA-N,0,O=C1CC(Cc2cnc[nH]2)CO1,CMP:QCHFTSOMWOSFHM-WPRPVWTQSA-N,2
CMP:QEQYAQFYVFRGQD-YFKPBYRVSA-N,QEQYAQFYVFRGQD-YFKPBYRVSA-N,1,,CMP:QEQYAQFYVFRGQD-YFKPBYRVSA-N,0
CMP:QFMDFTQOJHFVNR-UHFFFAOYSA-N,QFMDFTQOJHFVNR-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:QFOHBWFCKVYLES-UHFFFAOYSA-N,QFOHBWFCKVYLES-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QGBSISYHAICWAH-UHFFFAOYSA-N,QGBSISYHAICWAH-UHFFFAOYSA-N,0,,CMP:QGBSISYHAICWAH-UHFFFAOYSA-N,3
CMP:QGLZXHRNAYXIBU-UHFFFAOYSA-N,QGLZXHRNAYXIBU-UHFFFAOYSA-N,0,,CMP:QGLZXHRNAYXIBU-UHFFFAOYSA-N,4
CMP:QGQUHXSBTSDAML-ULCNYCTPSA-N,QGQUHXSBTSDAML-ULCNYCTPSA-N,0,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,CMP:QGQUHXSBTSDAML-ULCNYCTPSA-N,1
CMP:QGSDAATWYASQKL-UHFFFAOYSA-N,QGSDAATWYASQKL-UHFFFAOYSA-N,0,c1ccc(CC2CCCCN2)cc1,CMP:QGSDAATWYASQKL-UHFFFAOYSA-N,2
CMP:QHEYFBGFAQOPBZ-UHFFFAOYSA-N,QHEYFBGFAQOPBZ-UHFFFAOYSA-N,0,,CMP:QHEYFBGFAQOPBZ-UHFFFAOYSA-N,3
CMP:QHOZSLCIKHUPSU-LPLKQDONSA-N,QHOZSLCIKHUPSU-LPLKQDONSA-N,1,C1=CC2CCCN2C1,CMP:MVWPTZQHBOWRTF-SMLWLWDZSA-N,3
CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,QIVBCDIJIAJPQS-UHFFFAOYSA-N,0,c1ccc2[nH]ccc2c1,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,2
CMP:QIVBCDIJIAJPQS-VIFPVBQESA-N,QIVBCDIJIAJPQS-VIFPVBQESA-N,0,c1ccc2[nH]ccc2c1,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,2
CMP:QKACYYADMAYIDQ-UHFFFAOYSA-N,QKACYYADMAYIDQ-UHFFFAOYSA-N,1,,CMP:QKACYYADMAYIDQ-UHFFFAOYSA-N,2
CMP:QKFJKGMPGYROCL-UHFFFAOYSA-N,QKFJKGMPGYROCL-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QKUNKVYPGIOQNP-UHFFFAOYSA-N,QKUNKVYPGIOQNP-UHFFFAOYSA-N,1,,CMP:QKUNKVYPGIOQNP-UHFFFAOYSA-N,4
CMP:QLKWZSDBTUTCIJ-PPRDQHCASA-N,QLKWZSDBTUTCIJ-PPRDQHCASA-N,1,C(=Cc1nnco1)c1ccco1,CMP:QLKWZSDBTUTCIJ-PPRDQHCASA-N,1
CMP:QOFQTBTZCJVITI-UHFFFAOYSA-N,QOFQTBTZCJVITI-UHFFFAOYSA-N,0,O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccsc2C1=O,CMP:QOFQTBTZCJVITI-UHFFFAOYSA-N,4
CMP:QPDGFLZXRKDMRL-UHFFFAOYSA-N,QPDGFLZXRKDMRL-UHFFFAOYSA-N,1,c1csc(-c2ncc3ccccc3n2)c1,CMP:QPDGFLZXRKDMRL-UHFFFAOYSA-N,1
CMP:QPLQHOGBXHYUEB-UHFFFAOYSA-N,QPLQHOGBXHYUEB-UHFFFAOYSA-N,1,c1csc(-c2ncc3ccccc3n2)c1,CMP:QPDGFLZXRKDMRL-UHFFFAOYSA-N,1
CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,QPUKANZXOGADOB-UHFFFAOYSA-N,1,,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,3
CMP:QQONPFPTGQHPMA-UHFFFAOYSA-N,QQONPFPTGQHPMA-UHFFFAOYSA-N,0,,CMP:QQONPFPTGQHPMA-UHFFFAOYSA-N,1
CMP:QRMNFHXPNKCTAG-VQHVLOKHSA-N,QRMNFHXPNKCTAG-VQHVLOKHSA-N,1,,CMP:QRMNFHXPNKCTAG-VQHVLOKHSA-N,0
CMP:QRUDEWIWKLJBPS-UHFFFAOYSA-N,QRUDEWIWKLJBPS-UHFFFAOYSA-N,0,c1ccc2[nH]nnc2c1,CMP:QRUDEWIWKLJBPS-UHFFFAOYSA-N,2
CMP:QRXWMOHMRWLFEY-UHFFFAOYSA-N,QRXWMOHMRWLFEY-UHFFFAOYSA-N,1,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:QSNSCYSYFYORTR-UHFFFAOYSA-N,QSNSCYSYFYORTR-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QUDWYFHPNIMBFC-UHFFFAOYSA-N,QUDWYFHPNIMBFC-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QUEDXNHFTDJVIY-UHFFFAOYSA-N,QUEDXNHFTDJVIY-UHFFFAOYSA-N,1,c1ccc2c(c1)CCCO2,CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,4
CMP:QUKGYYKBILRGFE-UHFFFAOYSA-N,QUKGYYKBILRGFE-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:QUWSDLYBOVGOCW-UHFFFAOYSA-N,QUWSDLYBOVGOCW-UHFFFAOYSA-N,0,c1ccc(Sc2ccccc2)cc1,CMP:HXIQYSLFEXIOAV-UHFFFAOYSA-N,2
CMP:QVCMHGGNRFRMAD-XFGHUUIASA-N,QVCMHGGNRFRMAD-XFGHUUIASA-N,1,O=C1CCCC(=O)OC2CCN3CC=C(CO1)C23,CMP:QVCMHGGNRFRMAD-XFGHUUIASA-N,2
CMP:QXSIYYQGSPCIHN-UHFFFAOYSA-N,QXSIYYQGSPCIHN-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:QYPPRTNMGCREIM-UHFFFAOYSA-N,QYPPRTNMGCREIM-UHFFFAOYSA-N,0,,CMP:QYPPRTNMGCREIM-UHFFFAOYSA-N,3
CMP:QYZJZOXEQZLXDY-UHFFFAOYSA-N,QYZJZOXEQZLXDY-UHFFFAOYSA-N,0,O=c1ccc(=NNc2cccc3ccccc23)c(=O)c1=NNc1cccc2ccccc12,CMP:QYZJZOXEQZLXDY-UHFFFAOYSA-N,4
CMP:QZVCTJOXCFMACW-UHFFFAOYSA-N,QZVCTJOXCFMACW-UHFFFAOYSA-N,1,c1ccc(CNCCOc2ccccc2)cc1,CMP:QZVCTJOXCFMACW-UHFFFAOYSA-N,4
CMP:RADRBZBLNXVQEU-UHFFFAOYSA-N,RADRBZBLNXVQEU-UHFFFAOYSA-N,0,C=C(c1ccccc1)c1ccccc1,CMP:RADRBZBLNXVQEU-UHFFFAOYSA-N,1
CMP:RAUQLNDTFONODT-UHFFFAOYSA-N,RAUQLNDTFONODT-UHFFFAOYSA-N,1,,CMP:RAUQLNDTFONODT-UHFFFAOYSA-N,1
CMP:RAUWPNXIALNKQM-UHFFFAOYSA-N,RAUWPNXIALNKQM-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,RCFKQVLHWYOSFF-UHFFFAOYSA-N,1,C1CCCNCCC1,CMP:RCFKQVLHWYOSFF-UHFFFAOYSA-N,3
CMP:RCGYDFVCAAKKNG-UHFFFAOYSA-N,RCGYDFVCAAKKNG-UHFFFAOYSA-N,0,c1ccc(NCc2ccsc2)nc1,CMP:RCGYDFVCAAKKNG-UHFFFAOYSA-N,2
CMP:RDHPKYGYEGBMSE-UHFFFAOYSA-N,RDHPKYGYEGBMSE-UHFFFAOYSA-N,1,,CMP:RDHPKYGYEGBMSE-UHFFFAOYSA-N,0
CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,RDYMFSUJUZBWLH-UHFFFAOYSA-N,0,O=S1OCC2C3C=CC(C3)C2CO1,CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,3
CMP:REQPQFUJGGOFQL-UHFFFAOYSA-N,REQPQFUJGGOFQL-UHFFFAOYSA-N,0,,CMP:REQPQFUJGGOFQL-UHFFFAOYSA-N,4
CMP:RFFLAFLAYFXFSW-UHFFFAOYSA-N,RFFLAFLAYFXFSW-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RFHAOTPXVQNOHP-UHFFFAOYSA-N,RFHAOTPXVQNOHP-UHFFFAOYSA-N,0,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,CMP:RFHAOTPXVQNOHP-UHFFFAOYSA-N,1
CMP:RFTLRARXCLEDBA-UHFFFAOYSA-N,RFTLRARXCLEDBA-UHFFFAOYSA-N,1,,CMP:RFTLRARXCLEDBA-UHFFFAOYSA-N,2
CMP:RGCLLPNLLBQHPF-UHFFFAOYSA-N,RGCLLPNLLBQHPF-UHFFFAOYSA-N,0,,CMP:RGCLLPNLLBQHPF-UHFFFAOYSA-N,2
CMP:RHMXXJGYXNZAPX-UHFFFAOYSA-N,RHMXXJGYXNZAPX-UHFFFAOYSA-N,0,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:RHUYHJGZWVXEHW-UHFFFAOYSA-N,RHUYHJGZWVXEHW-UHFFFAOYSA-N,1,,CMP:RHUYHJGZWVXEHW-UHFFFAOYSA-N,4
CMP:RIBGNAJQTOXRDK-UHFFFAOYSA-N,RIBGNAJQTOXRDK-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:RIKJWJIWXCUKQV-UHFFFAOYSA-N,RIKJWJIWXCUKQV-UHFFFAOYSA-N,1,c1ccc(-c2cscn2)cc1,CMP:AKZHPJMVGQRYGX-UHFFFAOYSA-N,4
CMP:RJIPASZIRLEOEO-UHFFFAOYSA-N,RJIPASZIRLEOEO-UHFFFAOYSA-N,1,C1COCN1,CMP:RJIPASZIRLEOEO-UHFFFAOYSA-N,1
CMP:RJKGJBPXVHTNJL-UHFFFAOYSA-N,RJKGJBPXVHTNJL-UHFFFAOYSA-N,0,c1ccc2ccccc2c1,CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,3
CMP:RKUNBYITZUJHSG-PJPHBNEVSA-N,RKUNBYITZUJHSG-PJPHBNEVSA-N,0,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,CMP:RKUNBYITZUJHSG-PJPHBNEVSA-N,3
CMP:RKWGIWYCVPQPMF-UHFFFAOYSA-N,RKWGIWYCVPQPMF-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RLBIQVVOMOPOHC-UHFFFAOYSA-N,RLBIQVVOMOPOHC-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RMJRHCQQOOJZIG-UHFFFAOYSA-N,RMJRHCQQOOJZIG-UHFFFAOYSA-N,1,O=C1c2ccccc2C(=O)C23C4CC5C2CC(C(=O)C13)C51C(=O)c2ccccc2C(=O)C1C4=O,CMP:RMJRHCQQOOJZIG-UHFFFAOYSA-N,3
CMP:RMMXTBMQSGEXHJ-UHFFFAOYSA-N,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,0,O=c1cc[nH]n1-c1ccccc1,CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N,2
CMP:RMSWMRJVUJSDGN-UHFFFAOYSA-N,RMSWMRJVUJSDGN-UHFFFAOYSA-N,0,c1ccc(CCc2cc3c(s2)-n2cnnc2CN=C3c2ccccc2)cc1,CMP:RMSWMRJVUJSDGN-UHFFFAOYSA-N,4
CMP:RMZNNIOKNRDECR-HNQUOIGGSA-N,RMZNNIOKNRDECR-HNQUOIGGSA-N,1,C(=Cc1ccco1)c1ncon1,CMP:RMZNNIOKNRDECR-HNQUOIGGSA-N,0
CMP:RNNBHZYEKNHLKT-UHFFFAOYSA-N,RNNBHZYEKNHLKT-UHFFFAOYSA-N,0,c1cn[nH]c1,CMP:RNNBHZYEKNHLKT-UHFFFAOYSA-N,1
CMP:ROORDVPLFPIABK-UHFFFAOYSA-N,ROORDVPLFPIABK-UHFFFAOYSA-N,0,O=C(Oc1ccccc1)Oc1ccccc1,CMP:ROORDVPLFPIABK-UHFFFAOYSA-N,2
CMP:RPGQBVHHFQUGBU-UHFFFAOYSA-N,RPGQBVHHFQUGBU-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:RQKFYFNZSHWXAW-UHFFFAOYSA-N,RQKFYFNZSHWXAW-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RRAFCDWBNXTKKO-UHFFFAOYSA-N,RRAFCDWBNXTKKO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RRHGJUQNOFWUDK-UHFFFAOYSA-N,RRHGJUQNOFWUDK-UHFFFAOYSA-N,1,,CMP:RRHGJUQNOFWUDK-UHFFFAOYSA-N,2
CMP:RRRUXBQSQLKHEL-UHFFFAOYSA-N,RRRUXBQSQLKHEL-UHFFFAOYSA-N,1,O=C(Nc1ccncc1)c1cccc(OC2CCCC2)c1,CMP:RRRUXBQSQLKHEL-UHFFFAOYSA-N,4
CMP:RRSXICBKOPODSP-UHFFFAOYSA-N,RRSXICBKOPODSP-UHFFFAOYSA-N,0,,CMP:RRSXICBKOPODSP-UHFFFAOYSA-N,3
CMP:RSFOTOSOKJMMCB-UHFFFAOYSA-N,RSFOTOSOKJMMCB-UHFFFAOYSA-N,1,,CMP:RSFOTOSOKJMMCB-UHFFFAOYSA-N,1
CMP:RSPJLZQIZABVSE-UHFFFAOYSA-N,RSPJLZQIZABVSE-UHFFFAOYSA-N,1,O=c1c2ccccc2oc2c3c(ccc12)OC1OC=CC31,CMP:RSPJLZQIZABVSE-UHFFFAOYSA-N,2
CMP:RTDCJKARQCRONF-UHFFFAOYSA-N,RTDCJKARQCRONF-UHFFFAOYSA-N,1,,CMP:RTDCJKARQCRONF-UHFFFAOYSA-N,3
CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,RUDATBOHQWOJDD-BSWAIDMHSA-N,0,C1CCC2C(C1)CCC1C3CCCC3CCC21,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,1
CMP:RUFPHBVGCFYCNW-UHFFFAOYSA-N,RUFPHBVGCFYCNW-UHFFFAOYSA-N,1,c1ccc2ccccc2c1,CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,3
CMP:RUPMSBPCFQDMAY-UHFFFAOYSA-N,RUPMSBPCFQDMAY-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RUVINXPYWBROJD-UHFFFAOYSA-N,RUVINXPYWBROJD-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
