compound_id,dataset_role,exclusion_reason
CMP:AXPFYEJZVXEOHK-UHFFFAOYSA-N,external,label_uncertain
CMP:AXSJLZJXXUBRBS-UHFFFAOYSA-N,external,label_uncertain
CMP:AXTNFJKQZPETJA-UHFFFAOYSA-N,external,label_uncertain
CMP:AXYKSADFXHVJFP-UHFFFAOYSA-N,external,label_uncertain
CMP:AYBSKADMMKVOIV-UHFFFAOYSA-N,external,label_uncertain
CMP:AYFVYJQAPQTCCC-GBXIJSLDSA-N,external,label_uncertain
CMP:AYLURHVFAYRSHT-UHFFFAOYSA-N,external,external_exact_overlap
CMP:AYNPIRVEWMUJDE-UHFFFAOYSA-N,external,label_uncertain
CMP:AYOXANKVWRPSRJ-UHFFFAOYSA-N,external,label_uncertain
CMP:AYUSDYWETCHGNN-KYXWUPHJSA-N,external,label_uncertain
CMP:AYUSDYWETCHGNN-RGOKHQFPSA-N,external,label_uncertain
CMP:AYWLCKHHUFBVGJ-UHFFFAOYSA-N,external,label_uncertain
CMP:AYWYBCRYWKVVBR-UHFFFAOYSA-N,external,label_uncertain
CMP:AZJIOEVMDIMLQX-UHFFFAOYSA-N,external,label_uncertain
CMP:AZJUFRDUYTYIHV-NKFKGCMQSA-N,external,external_connectivity_overlap
CMP:AZJUFRDUYTYIHV-NKFKGCMQSA-N,external,label_uncertain
CMP:AZJUJOFIHHNCSV-KCQAQPDRSA-N,external,label_uncertain
CMP:AZJUJOFIHHNCSV-RGPPAHDHSA-N,external,label_uncertain
CMP:AZQWKYJCGOJGHM-UHFFFAOYSA-N,external,external_exact_overlap
CMP:AZQWKYJCGOJGHM-UHFFFAOYSA-N,external,label_uncertain
CMP:AZXGXVQWEUFULR-UHFFFAOYSA-N,external,label_uncertain
CMP:BABMCXWQNSQAOC-UHFFFAOYSA-M,external,external_exact_overlap
CMP:BABMCXWQNSQAOC-UHFFFAOYSA-M,external,label_conflict
CMP:BABMCXWQNSQAOC-UHFFFAOYSA-M,external,label_conflict_count_margin_le_10
CMP:BAFKRPOFIYPKBQ-UHFFFAOYSA-N,development,label_uncertain
CMP:BAFKRPOFIYPKBQ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BAFKRPOFIYPKBQ-UHFFFAOYSA-N,external,label_conflict
CMP:BAFKRPOFIYPKBQ-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BAFMBHJRYJBYQD-ZJUUUORDSA-N,external,label_uncertain
CMP:BAHPQISAXRFLCL-UHFFFAOYSA-N,external,external_connectivity_overlap
CMP:BAHPQISAXRFLCL-UHFFFAOYSA-N,external,label_uncertain
CMP:BAHUCMQZRKBOSK-RQJHMYQMSA-N,external,label_uncertain
CMP:BAJQRLZAPXASRD-UHFFFAOYSA-N,external,label_conflict
CMP:BAJQRLZAPXASRD-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BANPLRUNKASJCB-ROUUACIJSA-N,external,label_uncertain
CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,external,external_exact_overlap
CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,external,label_uncertain
CMP:BAPJBEWLBFYGME-UHFFFAOYSA-N,development,label_uncertain
CMP:BAPJBEWLBFYGME-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BAQAVOSOZGMPRM-QBMZZYIRSA-N,external,external_exact_overlap
CMP:BATOPAZDIZEVQF-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BAVONGHXFVOKBV-UHFFFAOYSA-N,external,label_uncertain
CMP:BAVYZALUXZFZLV-UHFFFAOYSA-N,external,label_uncertain
CMP:BBABSCYTNHOKOG-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BBABSCYTNHOKOG-UHFFFAOYSA-N,external,label_conflict
CMP:BBABSCYTNHOKOG-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BBBUAWSVILPJLL-UHFFFAOYSA-N,external,label_uncertain
CMP:BBDAGFIXKZCXAH-PJNBIRNISA-N,external,external_exact_overlap
CMP:BBDAGFIXKZCXAH-PJNBIRNISA-N,external,label_uncertain
CMP:BBDKZWKEPDTENS-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BBEAQIROQSPTKN-UHFFFAOYSA-N,development,label_uncertain
CMP:BBEAQIROQSPTKN-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BBFQZRXNYIEMAW-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BBGKDYHZQOSNMU-UHFFFAOYSA-N,external,label_uncertain
CMP:BBOZMMAURMEVAR-UHFFFAOYSA-N,external,label_uncertain
CMP:BBQDLDVSEDAYAA-AATRIKPKSA-N,external,label_uncertain
CMP:BBSRHOHIYMGKJH-UHFFFAOYSA-N,external,label_uncertain
CMP:BBSRHOHIYMGKJH-YFKPBYRVSA-N,external,label_uncertain
CMP:BBUPBICWUURTNP-UHFFFAOYSA-N,external,label_uncertain
CMP:BBVAZDUFJMPLJK-UHFFFAOYSA-N,external,label_uncertain
CMP:BBWOMDVXOOZFBE-UHFFFAOYSA-N,external,label_uncertain
CMP:BCGWQEUPMDMJNV-UHFFFAOYSA-N,external,label_uncertain
CMP:BCINLQKXGCKFCA-ZOQUXTDFSA-N,external,label_uncertain
CMP:BCJMNZRQJAVDLD-CQRYIUNCSA-N,external,external_exact_overlap
CMP:BCJMNZRQJAVDLD-CQRYIUNCSA-N,external,label_uncertain
CMP:BCKOIBYTKJYKEL-UHFFFAOYSA-N,external,label_uncertain
CMP:BCOVXBPXQLIGEV-ZCXUNETKSA-N,external,label_uncertain
CMP:BCPQALWAROJVLE-UHFFFAOYSA-N,external,label_uncertain
CMP:BCQZXOMGPXTTIC-UHFFFAOYSA-N,external,label_uncertain
CMP:BCSPAFSTKFSEGV-UHFFFAOYSA-N,external,label_uncertain
CMP:BDAGIHXWWSANSR-UHFFFAOYSA-N,development,label_uncertain
CMP:BDAGIHXWWSANSR-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BDAGIHXWWSANSR-UHFFFAOYSA-N,external,label_uncertain
CMP:BDERNNFJNOPAEC-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BDIAUFOIMFAIPU-KVJIRVJXSA-N,external,label_uncertain
CMP:BDLNCFCZHNKBGI-UHFFFAOYSA-N,external,label_uncertain
CMP:BDQXCXLDSXGMHE-UHFFFAOYSA-N,external,label_uncertain
CMP:BDZLLSQFVYYANY-UHFFFAOYSA-N,external,label_uncertain
CMP:BEDXVQSNPCSGHA-UHFFFAOYSA-N,external,label_uncertain
CMP:BEIFWDGYGXCRLC-UHFFFAOYSA-N,external,label_uncertain
CMP:BEJNERDRQOWKJM-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BEPAFCGSDWSTEL-UHFFFAOYSA-N,external,label_uncertain
CMP:BESOTRXDCHQLBP-UHFFFAOYSA-N,external,label_uncertain
CMP:BEYPOADXXCEGDU-UHFFFAOYSA-N,external,label_uncertain
CMP:BEZZFPOZAYTVHN-UHFFFAOYSA-N,external,label_uncertain
CMP:BFANANPGNZIJMK-YQZUWNISSA-N,external,label_uncertain
CMP:BFBKOBZOHCVZBE-WYMPLXKRSA-N,external,label_uncertain
CMP:BFCFYVKQTRLZHA-UHFFFAOYSA-N,development,label_conflict
CMP:BFCFYVKQTRLZHA-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BFCFYVKQTRLZHA-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BFEHYQIEGSRACK-UHFFFAOYSA-N,external,label_uncertain
CMP:BFIMMTCNYPIMRN-UHFFFAOYSA-N,external,label_uncertain
CMP:BFIXSNRLSBRJQT-UHFFFAOYSA-N,external,label_uncertain
CMP:BFKJFAAPBSQJPD-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BFMBQYIQQLBGJA-UHFFFAOYSA-N,external,label_uncertain
CMP:BFPGHQLMXCDMGY-UHFFFAOYSA-N,external,label_uncertain
CMP:BFPSDSIWYFKGBC-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BFPSDSIWYFKGBC-UHFFFAOYSA-N,external,label_uncertain
CMP:BFPYWIDHMRZLRN-SLHNCBLASA-N,external,external_exact_overlap
CMP:BFPYWIDHMRZLRN-SLHNCBLASA-N,external,label_conflict
CMP:BFPYWIDHMRZLRN-SLHNCBLASA-N,external,label_conflict_total_count_le_10
CMP:BFQFFNWLTHFJOZ-UHFFFAOYSA-N,external,label_uncertain
CMP:BFSVOASYOCHEOV-UHFFFAOYSA-N,external,label_uncertain
CMP:BFTGQIQVUVTBJU-UHFFFAOYSA-N,external,label_uncertain
CMP:BFYIZQONLCFLEV-DAELLWKTSA-N,external,label_uncertain
CMP:BGEBZHIAGXMEMV-UHFFFAOYSA-N,external,label_uncertain
CMP:BGHCVCJVXZWKCC-UHFFFAOYSA-N,external,label_uncertain
CMP:BGJSXRVXTHVRSN-UHFFFAOYSA-N,external,label_uncertain
CMP:BGLUXFNVVSVEET-UHFFFAOYSA-N,external,label_uncertain
CMP:BGNXCDMCOKJUMV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BGPPUXMKKQMWLV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BGRDGMRNKXEXQD-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BGRDGMRNKXEXQD-UHFFFAOYSA-N,external,label_conflict
CMP:BGRDGMRNKXEXQD-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BGRJTUBHPOOWDU-UHFFFAOYSA-N,external,label_uncertain
CMP:BGRKSNLDCBTZRS-UHFFFAOYSA-N,external,label_uncertain
CMP:BGTNPCLOWLFRRR-UHFFFAOYSA-N,external,label_uncertain
CMP:BGUPMWNOAXIUCI-UHFFFAOYSA-N,external,label_uncertain
CMP:BGVKMLWXPHVRBN-UHFFFAOYSA-N,external,label_uncertain
CMP:BGWAGUMLJYQZDM-UHFFFAOYSA-N,external,label_uncertain
CMP:BGZZWXTVIYUUEY-UHFFFAOYSA-N,development,label_uncertain
CMP:BHAAPTBBJKJZER-UHFFFAOYSA-N,external,external_connectivity_overlap
CMP:BHAAPTBBJKJZER-UHFFFAOYSA-N,external,label_uncertain
CMP:BHCBXWDGURYFKJ-UHFFFAOYSA-N,external,label_uncertain
CMP:BHELIUBJHYAEDK-OAIUPTLZSA-N,external,label_uncertain
CMP:BHELZAPQIKSEDF-UHFFFAOYSA-N,external,label_uncertain
CMP:BHJABURPYYGBAY-UHFFFAOYSA-N,external,label_uncertain
CMP:BHKLONWXRPJNAE-UHFFFAOYSA-N,external,label_uncertain
CMP:BHLGNSYVXYRYCK-UHFFFAOYSA-N,external,label_uncertain
CMP:BHNZEZWIUMJCGF-UHFFFAOYSA-N,development,label_uncertain
CMP:BHQCQFFYRZLCQQ-OELDTZBJSA-N,external,label_uncertain
CMP:BHRZNVHARXXAHW-UHFFFAOYSA-N,external,label_uncertain
CMP:BHTUFJXTYNLISA-UHFFFAOYSA-N,external,label_uncertain
CMP:BHVLXRUVIPEIKP-SJLPKXTDSA-N,external,label_uncertain
CMP:BHVOCSPSCBKPRA-UHFFFAOYSA-N,external,label_uncertain
CMP:BHYOQNUELFTYRT-DPAQBDIFSA-N,external,label_uncertain
CMP:BHZCGCMWEVHUBA-JMZGFNRRSA-N,external,label_uncertain
CMP:BIGJLAIGYQRCLC-UHFFFAOYSA-N,external,label_uncertain
CMP:BIHVYFFSKHTVIG-UHFFFAOYSA-N,external,label_uncertain
CMP:BIIVYFLTOXDAOV-YVEFUNNKSA-N,external,label_uncertain
CMP:BIMJIRFFDLQHJJ-QZTJIDSGSA-N,external,label_uncertain
CMP:BIPFSLROIPYVDR-UHFFFAOYSA-N,external,label_uncertain
CMP:BIUVCPLWWOLECJ-WMABBAGQSA-N,external,label_uncertain
CMP:BIWJNBZANLAXMG-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BIWJNBZANLAXMG-UHFFFAOYSA-N,external,label_conflict
CMP:BIWJNBZANLAXMG-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BIWJNBZANLAXMG-YQELWRJZSA-N,external,external_connectivity_overlap
CMP:BIWJNBZANLAXMG-YQELWRJZSA-N,external,label_conflict
CMP:BIWJNBZANLAXMG-YQELWRJZSA-N,external,label_conflict_total_count_le_10
CMP:BIXZHMJUSMUDOQ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BIXZHMJUSMUDOQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BJEPYKJPYRNKOW-UHFFFAOYSA-N,external,label_uncertain
CMP:BJHIKXHVCXFQLS-OTWZMJIISA-N,external,label_uncertain
CMP:BJPUUXVCFHPXCQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BJQHLKABXJIVAM-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BJRNKVDFDLYUGJ-RMPHRYRLSA-N,external,label_uncertain
CMP:BJUPUKIYTMVLCW-ONNFQVAWSA-N,external,external_exact_overlap
CMP:BJUPUKIYTMVLCW-ONNFQVAWSA-N,external,label_uncertain
CMP:BJWJSFCBOIUATF-UHFFFAOYSA-N,external,label_uncertain
CMP:BJXDXHVBKBXTAG-TYABSZSSSA-N,external,label_uncertain
CMP:BJYLYJCXYAMOFT-RSFVBTMBSA-N,external,label_uncertain
CMP:BJZYYSAMLOBSDY-QMMMGPOBSA-N,external,label_uncertain
CMP:BKAYSPSVVJBHHK-UHFFFAOYSA-N,external,label_uncertain
CMP:BKBSMMUEEAWFRX-NBVRZTHBSA-N,external,label_uncertain
CMP:BKIMMITUMNQMOS-UHFFFAOYSA-N,external,label_uncertain
CMP:BKJNXAWPKCVMSX-NMOJSDROSA-N,external,label_uncertain
CMP:BKLWQDSDJBFRDF-TZFCGSKZSA-N,external,label_uncertain
CMP:BKNBVEKCHVXGPH-UHFFFAOYSA-N,external,label_uncertain
CMP:BKPKYGVFSWXWLQ-HPJLHRCZSA-N,external,label_uncertain
CMP:BKSDFYLOSRTHTL-UHFFFAOYSA-N,external,label_uncertain
CMP:BKUPCMSCZRGJAI-UHFFFAOYSA-N,external,label_uncertain
CMP:BKXABQDLNAKQOT-UHFFFAOYSA-N,external,label_uncertain
CMP:BKYSFVJCBRHGMA-UHFFFAOYSA-N,external,label_uncertain
CMP:BLCTWBJQROOONQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BLCZXLGRKKRKJJ-UHFFFAOYSA-N,external,label_uncertain
CMP:BLFLLBZGZJTVJG-UHFFFAOYSA-N,development,label_conflict
CMP:BLFLLBZGZJTVJG-UHFFFAOYSA-N,development,label_conflict_count_margin_le_10
CMP:BLFSYBGNJXSBJF-UHFFFAOYSA-N,external,label_uncertain
CMP:BLGXFZZNTVWLAY-SCYLSFHTSA-N,external,label_uncertain
CMP:BLORPAGHSJJNFB-UHFFFAOYSA-N,external,label_uncertain
CMP:BLQOLXMZXQXGOL-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BLVHWJCLSMYFMT-UHFFFAOYSA-N,external,label_uncertain
CMP:BLXGZIDBSXVMLU-OWOJBTEDSA-N,external,label_uncertain
CMP:BLXXJMDCKKHMKV-UHFFFAOYSA-N,external,label_uncertain
CMP:BLXZMHNVKCEIJX-LTZUVELHSA-N,external,label_uncertain
CMP:BLYYQDFZPGAAQM-UHFFFAOYSA-N,external,label_uncertain
CMP:BLZIYSWEDXTZTE-UHFFFAOYSA-N,external,label_uncertain
CMP:BMGFWYLOLFXQFE-BDAKNGLRSA-N,external,label_uncertain
CMP:BMHGKKHBROMCAS-UHFFFAOYSA-N,external,label_uncertain
CMP:BMIAHKYKCHRGBA-UHFFFAOYSA-N,external,label_uncertain
CMP:BMIPMKQAAJKBKP-UHFFFAOYSA-N,development,label_conflict
CMP:BMIPMKQAAJKBKP-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BMIPMKQAAJKBKP-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BMKDZUISNHGIBY-UHFFFAOYSA-N,development,label_conflict
CMP:BMKDZUISNHGIBY-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BMKDZUISNHGIBY-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BMKDZUISNHGIBY-UHFFFAOYSA-N,external,label_conflict
CMP:BMKDZUISNHGIBY-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BMKDZUISNHGIBY-ZETCQYMHSA-N,external,external_connectivity_overlap
CMP:BMKDZUISNHGIBY-ZETCQYMHSA-N,external,label_uncertain
CMP:BMLIZLVNXIYGCK-UHFFFAOYSA-N,development,label_conflict
CMP:BMLIZLVNXIYGCK-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BMLIZLVNXIYGCK-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BMLIZLVNXIYGCK-UHFFFAOYSA-N,external,label_conflict
CMP:BMLIZLVNXIYGCK-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BMLMGCPTLHPWPY-REOHCLBHSA-N,external,label_uncertain
CMP:BMSCBOZOHUSPGD-UHFFFAOYSA-N,external,label_uncertain
CMP:BMTAFVWTTFSTOG-UHFFFAOYSA-N,development,label_uncertain
CMP:BMTAFVWTTFSTOG-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BMTAFVWTTFSTOG-UHFFFAOYSA-N,external,label_uncertain
CMP:BMVWCPGVLSILMU-UHFFFAOYSA-N,external,label_uncertain
CMP:BMWPPNAUMLRKML-UHFFFAOYSA-N,external,label_uncertain
CMP:BNGCFLDEAHJKPE-UHFFFAOYSA-N,external,label_uncertain
CMP:BNGNNVRYQCALDO-UHFFFAOYSA-N,external,label_uncertain
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,development,label_conflict
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,external,label_conflict
CMP:BNIXVQGCZULYKV-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BNQOLFUBBDCYHU-UHFFFAOYSA-N,external,label_uncertain
CMP:BNQSTAOJRULKNX-UHFFFAOYSA-N,external,label_uncertain
CMP:BNUHAJGCKIQFGE-UHFFFAOYSA-N,external,label_uncertain
CMP:BNWJOHGLIBDBOB-UHFFFAOYSA-N,external,label_uncertain
CMP:BNWLLBQXGNEQKJ-UHFFFAOYSA-N,external,label_uncertain
CMP:BOBCFIQLKNNHRJ-UHFFFAOYSA-N,external,label_uncertain
CMP:BOCQEKBKBUOBCR-UHFFFAOYSA-N,external,label_uncertain
CMP:BOFVBIYTBGDQGY-UHFFFAOYSA-N,external,label_uncertain
CMP:BOHCMQZJWOGWTA-UHFFFAOYSA-N,external,label_uncertain
CMP:BOHOPOXPTHDIHI-UHFFFAOYSA-N,external,label_uncertain
CMP:BOJKFRKNLSCGHY-KKFGZBDXSA-N,external,label_uncertain
CMP:BOQSSGDQNWEFSX-UHFFFAOYSA-N,external,label_uncertain
CMP:BOTDANWDWHJENH-UHFFFAOYSA-N,external,label_uncertain
CMP:BOTWFXYSPFMFNR-PYDDKJGSSA-N,external,label_uncertain
CMP:BOUGCJDAQLKBQH-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BPEGJWRSRHCHSN-UHFFFAOYSA-N,external,label_uncertain
CMP:BPEXTIMJLDWDTL-UHFFFAOYSA-N,external,label_uncertain
CMP:BPFYOAJNDMUVBL-UHFFFAOYSA-N,external,label_uncertain
CMP:BPHFBQJMFWCHGH-QPLCGJKRSA-N,external,label_uncertain
CMP:BPLBGHOLXOTWMN-MBNYWOFBSA-N,external,external_exact_overlap
CMP:BPLQKQKXWHCZSS-UHFFFAOYSA-N,external,label_uncertain
CMP:BPWAWXRCSBRVLU-UHFFFAOYSA-N,external,label_uncertain
CMP:BPWHMSFNUDJDKX-DPYQTVNSSA-N,external,label_uncertain
CMP:BPXVHIRIPLPOPT-UHFFFAOYSA-N,external,label_uncertain
CMP:BQARVUKCXRAJKO-UHFFFAOYSA-N,external,label_uncertain
CMP:BQCIDUSAKPWEOX-UHFFFAOYSA-N,development,label_uncertain
CMP:BQCIDUSAKPWEOX-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BQDAFHDHPLPCLC-UHFFFAOYSA-N,development,label_conflict
CMP:BQDAFHDHPLPCLC-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BQDAFHDHPLPCLC-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BQDAFHDHPLPCLC-UHFFFAOYSA-N,external,label_uncertain
CMP:BQFCCCIRTOLPEF-UHFFFAOYSA-N,external,label_uncertain
CMP:BQGYHQOWXOZWOJ-UHFFFAOYSA-N,external,label_uncertain
CMP:BQJCRHHNABKAKU-KBQPJGBKSA-N,external,label_uncertain
CMP:BQNIBQCGAUMMSM-IDRRMPRMSA-N,external,label_uncertain
CMP:BQPRWZCEKZLBHL-UHFFFAOYSA-N,external,label_uncertain
CMP:BQSKJEGGHVHTRT-UHFFFAOYSA-N,external,label_uncertain
CMP:BQWQGEBNCNNFCI-RXMQYKEDSA-N,external,label_uncertain
CMP:BQWQGEBNCNNFCI-UHFFFAOYSA-N,external,label_uncertain
CMP:BQWQGEBNCNNFCI-YFKPBYRVSA-N,external,label_uncertain
CMP:BQXQGZPYHWWCEB-UHFFFAOYSA-N,external,label_uncertain
CMP:BQZQKSOJYNWBLR-UHFFFAOYSA-N,external,label_uncertain
CMP:BRHWSCIEJDCELY-UHFFFAOYSA-N,external,label_conflict
CMP:BRHWSCIEJDCELY-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BRKUSHXUPGCTMP-UHFFFAOYSA-N,external,label_uncertain
CMP:BRLQWZUYTZBJKN-GSVOUGTGSA-N,external,external_connectivity_overlap
CMP:BRLQWZUYTZBJKN-GSVOUGTGSA-N,external,label_uncertain
CMP:BRLQWZUYTZBJKN-UHFFFAOYSA-N,development,label_conflict
CMP:BRLQWZUYTZBJKN-UHFFFAOYSA-N,development,label_conflict_total_count_le_10
CMP:BRLQWZUYTZBJKN-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BRLQWZUYTZBJKN-VKHMYHEASA-N,external,external_connectivity_overlap
CMP:BRLQWZUYTZBJKN-VKHMYHEASA-N,external,label_uncertain
CMP:BRMYOHUXFCDIHF-UHFFFAOYSA-K,external,label_uncertain
CMP:BRRIJZQYTOFDAF-UHFFFAOYSA-N,external,label_uncertain
CMP:BRSGPHVHVGTCQM-VOTSOKGWSA-N,external,label_uncertain
CMP:BRWIZMBXBAOCCF-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BSAHBIFSJDNPFG-UHFFFAOYSA-N,external,label_uncertain
CMP:BSAIUMLZVGUGKX-BQYQJAHWSA-N,external,label_uncertain
CMP:BSCCSDNZEIHXOK-UHFFFAOYSA-N,external,label_uncertain
CMP:BSFHJMGROOFSRA-UHFFFAOYSA-N,external,label_uncertain
CMP:BSHDUMDXSRLRBI-JOYOIKCWSA-N,external,label_uncertain
CMP:BSIIGUGKOPPTPZ-UHFFFAOYSA-N,external,label_uncertain
CMP:BSKHPKMHTQYZBB-UHFFFAOYSA-N,external,label_uncertain
CMP:BSPCSKHALVHRSR-UHFFFAOYSA-N,development,label_uncertain
CMP:BSPCSKHALVHRSR-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BSPCSKHALVHRSR-UHFFFAOYSA-N,external,label_uncertain
CMP:BSQXKAWQRQDMAK-UHFFFAOYSA-N,external,label_uncertain
CMP:BSULWPSUVMOMAN-UHFFFAOYSA-N,external,label_uncertain
CMP:BSWKCZZIOMRERZ-UHFFFAOYSA-N,external,label_uncertain
CMP:BSWWXRFVMJHFBN-UHFFFAOYSA-N,external,label_uncertain
CMP:BSYNRYMUTXBXSQ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BSYNRYMUTXBXSQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BSYVFGQQLJNJJG-UHFFFAOYSA-N,external,label_uncertain
CMP:BSYVTEYKTMYBMK-UHFFFAOYSA-N,external,label_uncertain
CMP:BTAGRXWGMYTPBY-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BTAGRXWGMYTPBY-UHFFFAOYSA-N,external,label_conflict
CMP:BTAGRXWGMYTPBY-UHFFFAOYSA-N,external,label_conflict_total_count_le_10
CMP:BTCSSZJGUNDROE-UHFFFAOYSA-N,external,label_uncertain
CMP:BTFQKIATRPGRBS-UHFFFAOYSA-N,external,label_uncertain
CMP:BTGRAWJCKBQKAO-UHFFFAOYSA-N,development,label_uncertain
CMP:BTGRAWJCKBQKAO-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BTGRAWJCKBQKAO-UHFFFAOYSA-N,external,label_uncertain
CMP:BTHCJHQOYFUIMG-WCICKULTSA-N,external,label_uncertain
CMP:BTJIUGUIPKRLHP-UHFFFAOYSA-N,development,label_uncertain
CMP:BTJIUGUIPKRLHP-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BTLHECDVDYCCFC-BDJXPSAHSA-N,external,label_uncertain
CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BTRYNFVMEFAQEU-UHFFFAOYSA-N,external,label_uncertain
CMP:BTSAWSKQHDFYIU-UHFFFAOYSA-N,external,label_uncertain
CMP:BUGCHAIWUSBYIZ-UHFFFAOYSA-N,external,label_uncertain
CMP:BULHJTXRZFEUDQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BULLHNJGPPOUOX-UHFFFAOYSA-N,external,label_uncertain
CMP:BULVZWIRKLYCBC-UHFFFAOYSA-N,external,label_uncertain
CMP:BUMHFBGBXFTGJZ-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BUOBVVLPFARPKC-UHFFFAOYSA-N,external,label_uncertain
CMP:BUOCHYBDNFQAIK-UHFFFAOYSA-N,external,label_uncertain
CMP:BUQBQEYUVAKJQK-UHFFFAOYSA-N,development,label_uncertain
CMP:BUTWWTUPUPAREM-UHFFFAOYSA-N,external,label_uncertain
CMP:BUXVIXBGMQXWGT-UHFFFAOYSA-N,external,external_exact_overlap
CMP:BUYMVQAILCEWRR-UHFFFAOYSA-N,development,label_uncertain
CMP:BUZQIMYNOWPYHH-UHFFFAOYSA-N,external,label_uncertain
CMP:BVALZCVRLDMXOQ-UHFFFAOYSA-N,external,label_uncertain
CMP:BVELQIUUCUVWDT-UHFFFAOYSA-N,external,label_uncertain
CMP:BVGDXTYHVRFEQZ-UHFFFAOYSA-N,external,label_uncertain
CMP:BVIAOQMSVZHOJM-UHFFFAOYSA-N,external,label_uncertain
CMP:BVJSUAQZOZWCKN-UHFFFAOYSA-N,external,label_uncertain
CMP:BVQVLAIMHVDZEL-UHFFFAOYSA-N,external,label_uncertain
CMP:BVURNMLGDQYNAF-UHFFFAOYSA-N,external,label_uncertain
CMP:BVUXDWXKPROUDO-UHFFFAOYSA-N,external,label_uncertain
CMP:BVWOHFHLLLPJLH-UHFFFAOYSA-N,external,label_uncertain
CMP:BWAPJIHJXDYDPW-UHFFFAOYSA-N,external,label_uncertain
CMP:BWGNRRGTNFKGQK-UHFFFAOYSA-N,external,label_uncertain
CMP:BWHOZHOGCMHOBV-BQYQJAHWSA-N,external,label_uncertain
CMP:BWJGNVFHFCOCCC-UHFFFAOYSA-N,external,label_uncertain
CMP:BWJJSYVJOLHQFF-UHFFFAOYSA-N,external,label_uncertain
CMP:BWQSLRZZOVFVHJ-COMQUAJESA-N,external,label_uncertain
CMP:BWRBVBFLFQKBPT-UHFFFAOYSA-N,external,label_uncertain
CMP:BWWHTIHDQBHTHP-UHFFFAOYSA-N,external,label_uncertain
